measure,label,model,dataset,arch,pvp,nshot,sample,value,time_train,time_test,run,majority
Precision,1,roberta,ag,lora,prompt,100,4,0.939826619071902,106.415658473969,157.282841205597,3,0.939271255060729
Precision,1,roberta,ag,lora,prompt,100,4,0.934914228052472,98.0635941028595,152.196200609207,4,0.939271255060729
Precision,1,roberta,ag,lora,prompt,100,4,0.935189873417722,111.364032268524,154.408048629761,5,0.939271255060729
Precision,2,roberta,ag,lora,prompt,100,4,0.839717147908073,107.102212190628,157.41165304184,1,0.843323442136499
Precision,2,roberta,ag,lora,prompt,100,4,0.84981684981685,106.374496936798,156.881794214249,2,0.843323442136499
Precision,2,roberta,ag,lora,prompt,100,4,0.834813499111901,106.415658473969,157.282841205597,3,0.843323442136499
Precision,2,roberta,ag,lora,prompt,100,4,0.8347876672484,98.0635941028595,152.196200609207,4,0.843323442136499
Precision,2,roberta,ag,lora,prompt,100,4,0.844242424242424,111.364032268524,154.408048629761,5,0.843323442136499
Precision,3,roberta,ag,lora,prompt,100,4,0.75562851782364,107.102212190628,157.41165304184,1,0.761271950640721
Precision,3,roberta,ag,lora,prompt,100,4,0.758110687022901,106.374496936798,156.881794214249,2,0.761271950640721
Precision,3,roberta,ag,lora,prompt,100,4,0.755703422053232,106.415658473969,157.282841205597,3,0.761271950640721
Precision,3,roberta,ag,lora,prompt,100,4,0.769156159068865,98.0635941028595,152.196200609207,4,0.761271950640721
Precision,3,roberta,ag,lora,prompt,100,4,0.748489074848908,111.364032268524,154.408048629761,5,0.761271950640721
Recall,0,roberta,ag,lora,prompt,100,4,0.848947368421053,107.102212190628,157.41165304184,1,0.855263157894737
Recall,0,roberta,ag,lora,prompt,100,4,0.855789473684211,106.374496936798,156.881794214249,2,0.855263157894737
Recall,0,roberta,ag,lora,prompt,100,4,0.856842105263158,106.415658473969,157.282841205597,3,0.855263157894737
Recall,0,roberta,ag,lora,prompt,100,4,0.85421052631579,98.0635941028595,152.196200609207,4,0.855263157894737
Recall,0,roberta,ag,lora,prompt,100,4,0.847368421052632,111.364032268524,154.408048629761,5,0.855263157894737
Recall,1,roberta,ag,lora,prompt,100,4,0.98,107.102212190628,157.41165304184,1,0.976842105263158
Recall,1,roberta,ag,lora,prompt,100,4,0.973684210526316,106.374496936798,156.881794214249,2,0.976842105263158
Recall,1,roberta,ag,lora,prompt,100,4,0.97,106.415658473969,157.282841205597,3,0.976842105263158
Recall,1,roberta,ag,lora,prompt,100,4,0.975263157894737,98.0635941028595,152.196200609207,4,0.976842105263158
Recall,1,roberta,ag,lora,prompt,100,4,0.972105263157895,111.364032268524,154.408048629761,5,0.976842105263158
Recall,2,roberta,ag,lora,prompt,100,4,0.75,107.102212190628,157.41165304184,1,0.747894736842105
Recall,2,roberta,ag,lora,prompt,100,4,0.732631578947368,106.374496936798,156.881794214249,2,0.747894736842105
Recall,2,roberta,ag,lora,prompt,100,4,0.742105263157895,106.415658473969,157.282841205597,3,0.747894736842105
Recall,2,roberta,ag,lora,prompt,100,4,0.755263157894737,98.0635941028595,152.196200609207,4,0.747894736842105
Recall,2,roberta,ag,lora,prompt,100,4,0.733157894736842,111.364032268524,154.408048629761,5,0.747894736842105
Recall,3,roberta,ag,lora,prompt,100,4,0.847894736842105,107.102212190628,157.41165304184,1,0.84421052631579
Recall,3,roberta,ag,lora,prompt,100,4,0.836315789473684,106.374496936798,156.881794214249,2,0.84421052631579
Recall,3,roberta,ag,lora,prompt,100,4,0.836842105263158,106.415658473969,157.282841205597,3,0.84421052631579
Recall,3,roberta,ag,lora,prompt,100,4,0.834736842105263,98.0635941028595,152.196200609207,4,0.84421052631579
Recall,3,roberta,ag,lora,prompt,100,4,0.847368421052632,111.364032268524,154.408048629761,5,0.84421052631579
Accuracy,Overall,roberta,ag,lora,prompt,100,5,0.836710526315789,114.515394449234,155.590967416763,1,0.842894736842105
Accuracy,Overall,roberta,ag,lora,prompt,100,5,0.839473684210526,113.724841356277,155.174216032028,2,0.842894736842105
Accuracy,Overall,roberta,ag,lora,prompt,100,5,0.847236842105263,115.403549194336,151.725196123123,3,0.842894736842105
Accuracy,Overall,roberta,ag,lora,prompt,100,5,0.847368421052632,114.694550037384,155.629766225815,4,0.842894736842105
Accuracy,Overall,roberta,ag,lora,prompt,100,5,0.843421052631579,107.762328624725,156.286868095398,5,0.842894736842105
F1,0,roberta,ag,lora,prompt,100,5,0.823400164789893,114.515394449234,155.590967416763,1,0.834469593673302
F1,0,roberta,ag,lora,prompt,100,5,0.827792915531335,113.724841356277,155.174216032028,2,0.834469593673302
F1,0,roberta,ag,lora,prompt,100,5,0.838183301604569,115.403549194336,151.725196123123,3,0.834469593673302
F1,0,roberta,ag,lora,prompt,100,5,0.840162822252374,114.694550037384,155.629766225815,4,0.834469593673302
F1,0,roberta,ag,lora,prompt,100,5,0.835779562448076,107.762328624725,156.286868095398,5,0.834469593673302
F1,1,roberta,ag,lora,prompt,100,5,0.951928156365557,114.515394449234,155.590967416763,1,0.95391098235449
F1,1,roberta,ag,lora,prompt,100,5,0.951322751322751,113.724841356277,155.174216032028,2,0.95391098235449
F1,1,roberta,ag,lora,prompt,100,5,0.955192409066948,115.403549194336,151.725196123123,3,0.95391098235449
F1,1,roberta,ag,lora,prompt,100,5,0.956498951781971,114.694550037384,155.629766225815,4,0.95391098235449
F1,1,roberta,ag,lora,prompt,100,5,0.956590370955012,107.762328624725,156.286868095398,5,0.95391098235449
F1,2,roberta,ag,lora,prompt,100,5,0.780407780642137,114.515394449234,155.590967416763,1,0.784229390681004
F1,2,roberta,ag,lora,prompt,100,5,0.781542898341745,113.724841356277,155.174216032028,2,0.784229390681004
F1,2,roberta,ag,lora,prompt,100,5,0.787539547335118,115.403549194336,151.725196123123,3,0.784229390681004
F1,2,roberta,ag,lora,prompt,100,5,0.790147307413668,114.694550037384,155.629766225815,4,0.784229390681004
F1,2,roberta,ag,lora,prompt,100,5,0.781132075471698,107.762328624725,156.286868095398,5,0.784229390681004
F1,3,roberta,ag,lora,prompt,100,5,0.794637763833428,114.515394449234,155.590967416763,1,0.802027597859758
F1,3,roberta,ag,lora,prompt,100,5,0.800780161604904,113.724841356277,155.174216032028,2,0.802027597859758
F1,3,roberta,ag,lora,prompt,100,5,0.811049723756906,115.403549194336,151.725196123123,3,0.802027597859758
F1,3,roberta,ag,lora,prompt,100,5,0.804384485666105,114.694550037384,155.629766225815,4,0.802027597859758
F1,3,roberta,ag,lora,prompt,100,5,0.804396843291996,107.762328624725,156.286868095398,5,0.802027597859758
F1,Overall,roberta,ag,lora,prompt,100,5,0.837593466407754,114.515394449234,155.590967416763,1,0.843659391142139
F1,Overall,roberta,ag,lora,prompt,100,5,0.840359681700184,113.724841356277,155.174216032028,2,0.843659391142139
F1,Overall,roberta,ag,lora,prompt,100,5,0.847991245440885,115.403549194336,151.725196123123,3,0.843659391142139
F1,Overall,roberta,ag,lora,prompt,100,5,0.84779839177853,114.694550037384,155.629766225815,4,0.843659391142139
F1,Overall,roberta,ag,lora,prompt,100,5,0.844474713041695,107.762328624725,156.286868095398,5,0.843659391142139
Precision,0,roberta,ag,lora,prompt,100,5,0.860999425617461,114.515394449234,155.590967416763,1,0.865874363327674
Precision,0,roberta,ag,lora,prompt,100,5,0.85819209039548,113.724841356277,155.174216032028,2,0.865874363327674
Precision,0,roberta,ag,lora,prompt,100,5,0.867191896454699,115.403549194336,151.725196123123,3,0.865874363327674
Precision,0,roberta,ag,lora,prompt,100,5,0.867226890756303,114.694550037384,155.629766225815,4,0.865874363327674
Precision,0,roberta,ag,lora,prompt,100,5,0.881940385739334,107.762328624725,156.286868095398,5,0.865874363327674
Precision,1,roberta,ag,lora,prompt,100,5,0.955461293743372,114.515394449234,155.590967416763,1,0.954665260938324
Precision,1,roberta,ag,lora,prompt,100,5,0.956382978723404,113.724841356277,155.174216032028,2,0.954665260938324
Precision,1,roberta,ag,lora,prompt,100,5,0.956705385427666,115.403549194336,151.725196123123,3,0.954665260938324
Precision,1,roberta,ag,lora,prompt,100,5,0.952505219206681,114.694550037384,155.629766225815,4,0.954665260938324
Precision,1,roberta,ag,lora,prompt,100,5,0.956338769068911,107.762328624725,156.286868095398,5,0.954665260938324
Precision,2,roberta,ag,lora,prompt,100,5,0.703422053231939,114.515394449234,155.590967416763,1,0.718161925601751
Precision,2,roberta,ag,lora,prompt,100,5,0.719150818222026,113.724841356277,155.174216032028,2,0.718161925601751
Precision,2,roberta,ag,lora,prompt,100,5,0.7324581258488,115.403549194336,151.725196123123,3,0.718161925601751
Precision,2,roberta,ag,lora,prompt,100,5,0.730031236055333,114.694550037384,155.629766225815,4,0.718161925601751
Precision,2,roberta,ag,lora,prompt,100,5,0.707692307692308,107.762328624725,156.286868095398,5,0.718161925601751
Precision,3,roberta,ag,lora,prompt,100,5,0.867372353673724,114.515394449234,155.590967416763,1,0.862507571168989
Precision,3,roberta,ag,lora,prompt,100,5,0.850799289520426,113.724841356277,155.174216032028,2,0.862507571168989
Precision,3,roberta,ag,lora,prompt,100,5,0.853488372093023,115.403549194336,151.725196123123,3,0.862507571168989
Precision,3,roberta,ag,lora,prompt,100,5,0.863088057901086,114.694550037384,155.629766225815,4,0.862507571168989
Precision,3,roberta,ag,lora,prompt,100,5,0.865898058252427,107.762328624725,156.286868095398,5,0.862507571168989
Recall,0,roberta,ag,lora,prompt,100,5,0.788947368421053,114.515394449234,155.590967416763,1,0.805263157894737
Recall,0,roberta,ag,lora,prompt,100,5,0.799473684210526,113.724841356277,155.174216032028,2,0.805263157894737
Recall,0,roberta,ag,lora,prompt,100,5,0.811052631578947,115.403549194336,151.725196123123,3,0.805263157894737
Recall,0,roberta,ag,lora,prompt,100,5,0.814736842105263,114.694550037384,155.629766225815,4,0.805263157894737
Recall,0,roberta,ag,lora,prompt,100,5,0.79421052631579,107.762328624725,156.286868095398,5,0.805263157894737
Recall,1,roberta,ag,lora,prompt,100,5,0.948421052631579,114.515394449234,155.590967416763,1,0.953157894736842
Recall,1,roberta,ag,lora,prompt,100,5,0.946315789473684,113.724841356277,155.174216032028,2,0.953157894736842
Recall,1,roberta,ag,lora,prompt,100,5,0.953684210526316,115.403549194336,151.725196123123,3,0.953157894736842
Recall,1,roberta,ag,lora,prompt,100,5,0.960526315789474,114.694550037384,155.629766225815,4,0.953157894736842
Recall,1,roberta,ag,lora,prompt,100,5,0.956842105263158,107.762328624725,156.286868095398,5,0.953157894736842
Recall,2,roberta,ag,lora,prompt,100,5,0.876315789473684,114.515394449234,155.590967416763,1,0.863684210526316
Recall,2,roberta,ag,lora,prompt,100,5,0.855789473684211,113.724841356277,155.174216032028,2,0.863684210526316
Recall,2,roberta,ag,lora,prompt,100,5,0.851578947368421,115.403549194336,151.725196123123,3,0.863684210526316
Recall,2,roberta,ag,lora,prompt,100,5,0.861052631578948,114.694550037384,155.629766225815,4,0.863684210526316
Recall,2,roberta,ag,lora,prompt,100,5,0.871578947368421,107.762328624725,156.286868095398,5,0.863684210526316
Recall,3,roberta,ag,lora,prompt,100,5,0.733157894736842,114.515394449234,155.590967416763,1,0.749473684210526
Recall,3,roberta,ag,lora,prompt,100,5,0.756315789473684,113.724841356277,155.174216032028,2,0.749473684210526
Recall,3,roberta,ag,lora,prompt,100,5,0.772631578947368,115.403549194336,151.725196123123,3,0.749473684210526
Recall,3,roberta,ag,lora,prompt,100,5,0.753157894736842,114.694550037384,155.629766225815,4,0.749473684210526
Recall,3,roberta,ag,lora,prompt,100,5,0.751052631578947,107.762328624725,156.286868095398,5,0.749473684210526
Accuracy,Overall,roberta,ag,pfeiffer,qa,10,1,0.542105263157895,10.5877869129181,158.68459892273,1,0.543289473684211
Accuracy,Overall,roberta,ag,pfeiffer,qa,10,1,0.566842105263158,10.5714516639709,158.176149129868,2,0.543289473684211
Accuracy,Overall,roberta,ag,pfeiffer,qa,10,1,0.577236842105263,10.6580891609192,158.432449579239,3,0.543289473684211
Accuracy,Overall,roberta,ag,pfeiffer,qa,10,1,0.510526315789474,10.6953477859497,157.986921310425,4,0.543289473684211
Accuracy,Overall,roberta,ag,pfeiffer,qa,10,1,0.534473684210526,10.6872630119324,159.572695016861,5,0.543289473684211
F1,0,roberta,ag,pfeiffer,qa,10,1,0.707558859975217,10.5877869129181,158.68459892273,1,0.743182499250824
F1,0,roberta,ag,pfeiffer,qa,10,1,0.72749099639856,10.5714516639709,158.176149129868,2,0.743182499250824
F1,0,roberta,ag,pfeiffer,qa,10,1,0.754591990364348,10.6580891609192,158.432449579239,3,0.743182499250824
F1,0,roberta,ag,pfeiffer,qa,10,1,0.724940334128878,10.6953477859497,157.986921310425,4,0.743182499250824
F1,0,roberta,ag,pfeiffer,qa,10,1,0.75058275058275,10.6872630119324,159.572695016861,5,0.743182499250824
F1,1,roberta,ag,pfeiffer,qa,10,1,0.541832669322709,10.5877869129181,158.68459892273,1,0.583273251622206
F1,1,roberta,ag,pfeiffer,qa,10,1,0.66000666000666,10.5714516639709,158.176149129868,2,0.583273251622206
F1,1,roberta,ag,pfeiffer,qa,10,1,0.671328671328671,10.6580891609192,158.432449579239,3,0.583273251622206
F1,1,roberta,ag,pfeiffer,qa,10,1,0.535094339622642,10.6953477859497,157.986921310425,4,0.583273251622206
F1,1,roberta,ag,pfeiffer,qa,10,1,0.5,10.6872630119324,159.572695016861,5,0.583273251622206
F1,2,roberta,ag,pfeiffer,qa,10,1,0.316045380875203,10.5877869129181,158.68459892273,1,0.187645146307478
F1,2,roberta,ag,pfeiffer,qa,10,1,0.215370455591348,10.5714516639709,158.176149129868,2,0.187645146307478
F1,2,roberta,ag,pfeiffer,qa,10,1,0.223719676549865,10.6580891609192,158.432449579239,3,0.187645146307478
F1,2,roberta,ag,pfeiffer,qa,10,1,0.0858536585365854,10.6953477859497,157.986921310425,4,0.187645146307478
F1,2,roberta,ag,pfeiffer,qa,10,1,0.229035166816952,10.6872630119324,159.572695016861,5,0.187645146307478
F1,3,roberta,ag,pfeiffer,qa,10,1,0.545751149340056,10.5877869129181,158.68459892273,1,0.541522491349481
F1,3,roberta,ag,pfeiffer,qa,10,1,0.559175134488942,10.5714516639709,158.176149129868,2,0.541522491349481
F1,3,roberta,ag,pfeiffer,qa,10,1,0.564511278195489,10.6580891609192,158.432449579239,3,0.541522491349481
F1,3,roberta,ag,pfeiffer,qa,10,1,0.522663682148853,10.6953477859497,157.986921310425,4,0.541522491349481
F1,3,roberta,ag,pfeiffer,qa,10,1,0.53808565679793,10.6872630119324,159.572695016861,5,0.541522491349481
F1,Overall,roberta,ag,pfeiffer,qa,10,1,0.527797014878296,10.5877869129181,158.68459892273,1,0.513905847132497
F1,Overall,roberta,ag,pfeiffer,qa,10,1,0.540510811621378,10.5714516639709,158.176149129868,2,0.513905847132497
F1,Overall,roberta,ag,pfeiffer,qa,10,1,0.553537904109593,10.6580891609192,158.432449579239,3,0.513905847132497
F1,Overall,roberta,ag,pfeiffer,qa,10,1,0.46713800360924,10.6953477859497,157.986921310425,4,0.513905847132497
F1,Overall,roberta,ag,pfeiffer,qa,10,1,0.504425893549408,10.6872630119324,159.572695016861,5,0.513905847132497
Precision,0,roberta,ag,pfeiffer,qa,10,1,0.859939759036145,10.5877869129181,158.68459892273,1,0.862908837856646
Precision,0,roberta,ag,pfeiffer,qa,10,1,0.846368715083799,10.5714516639709,158.176149129868,2,0.862908837856646
Precision,0,roberta,ag,pfeiffer,qa,10,1,0.881773399014778,10.6580891609192,158.432449579239,3,0.862908837856646
Precision,0,roberta,ag,pfeiffer,qa,10,1,0.836776859504132,10.6953477859497,157.986921310425,4,0.862908837856646
Precision,0,roberta,ag,pfeiffer,qa,10,1,0.840731070496084,10.6872630119324,159.572695016861,5,0.862908837856646
Precision,1,roberta,ag,pfeiffer,qa,10,1,0.868757259001161,10.5877869129181,158.68459892273,1,0.925629290617849
Precision,1,roberta,ag,pfeiffer,qa,10,1,0.898458748866727,10.5714516639709,158.176149129868,2,0.925629290617849
Precision,1,roberta,ag,pfeiffer,qa,10,1,0.913871260199456,10.6580891609192,158.432449579239,3,0.925629290617849
Precision,1,roberta,ag,pfeiffer,qa,10,1,0.945333333333333,10.6953477859497,157.986921310425,4,0.925629290617849
Precision,1,roberta,ag,pfeiffer,qa,10,1,0.936416184971098,10.6872630119324,159.572695016861,5,0.925629290617849
Precision,2,roberta,ag,pfeiffer,qa,10,1,0.686619718309859,10.5877869129181,158.68459892273,1,0.798418972332016
Precision,2,roberta,ag,pfeiffer,qa,10,1,0.857142857142857,10.5714516639709,158.176149129868,2,0.798418972332016
Precision,2,roberta,ag,pfeiffer,qa,10,1,0.763803680981595,10.6580891609192,158.432449579239,3,0.798418972332016
Precision,2,roberta,ag,pfeiffer,qa,10,1,0.586666666666667,10.6953477859497,157.986921310425,4,0.798418972332016
Precision,2,roberta,ag,pfeiffer,qa,10,1,0.79874213836478,10.6872630119324,159.572695016861,5,0.798418972332016
Precision,3,roberta,ag,pfeiffer,qa,10,1,0.379929795581251,10.5877869129181,158.68459892273,1,0.372915011914218
Precision,3,roberta,ag,pfeiffer,qa,10,1,0.390442404006678,10.5714516639709,158.176149129868,2,0.372915011914218
Precision,3,roberta,ag,pfeiffer,qa,10,1,0.395157894736842,10.6580891609192,158.432449579239,3,0.372915011914218
Precision,3,roberta,ag,pfeiffer,qa,10,1,0.35594512195122,10.6953477859497,157.986921310425,4,0.372915011914218
Precision,3,roberta,ag,pfeiffer,qa,10,1,0.370106761565836,10.6872630119324,159.572695016861,5,0.372915011914218
Recall,0,roberta,ag,pfeiffer,qa,10,1,0.601052631578947,10.5877869129181,158.68459892273,1,0.652631578947369
Recall,0,roberta,ag,pfeiffer,qa,10,1,0.637894736842105,10.5714516639709,158.176149129868,2,0.652631578947369
Recall,0,roberta,ag,pfeiffer,qa,10,1,0.659473684210526,10.6580891609192,158.432449579239,3,0.652631578947369
Recall,0,roberta,ag,pfeiffer,qa,10,1,0.639473684210526,10.6953477859497,157.986921310425,4,0.652631578947369
Recall,0,roberta,ag,pfeiffer,qa,10,1,0.677894736842105,10.6872630119324,159.572695016861,5,0.652631578947369
Recall,1,roberta,ag,pfeiffer,qa,10,1,0.393684210526316,10.5877869129181,158.68459892273,1,0.425789473684211
Recall,1,roberta,ag,pfeiffer,qa,10,1,0.521578947368421,10.5714516639709,158.176149129868,2,0.425789473684211
Recall,1,roberta,ag,pfeiffer,qa,10,1,0.530526315789474,10.6580891609192,158.432449579239,3,0.425789473684211
Recall,1,roberta,ag,pfeiffer,qa,10,1,0.373157894736842,10.6953477859497,157.986921310425,4,0.425789473684211
Recall,1,roberta,ag,pfeiffer,qa,10,1,0.341052631578947,10.6872630119324,159.572695016861,5,0.425789473684211
Recall,2,roberta,ag,pfeiffer,qa,10,1,0.205263157894737,10.5877869129181,158.68459892273,1,0.106315789473684
Recall,2,roberta,ag,pfeiffer,qa,10,1,0.123157894736842,10.5714516639709,158.176149129868,2,0.106315789473684
Recall,2,roberta,ag,pfeiffer,qa,10,1,0.131052631578947,10.6580891609192,158.432449579239,3,0.106315789473684
Recall,2,roberta,ag,pfeiffer,qa,10,1,0.0463157894736842,10.6953477859497,157.986921310425,4,0.106315789473684
Recall,2,roberta,ag,pfeiffer,qa,10,1,0.133684210526316,10.6872630119324,159.572695016861,5,0.106315789473684
Recall,3,roberta,ag,pfeiffer,qa,10,1,0.968421052631579,10.5877869129181,158.68459892273,1,0.988421052631579
Recall,3,roberta,ag,pfeiffer,qa,10,1,0.984736842105263,10.5714516639709,158.176149129868,2,0.988421052631579
Recall,3,roberta,ag,pfeiffer,qa,10,1,0.987894736842105,10.6580891609192,158.432449579239,3,0.988421052631579
Recall,3,roberta,ag,pfeiffer,qa,10,1,0.983157894736842,10.6953477859497,157.986921310425,4,0.988421052631579
Recall,3,roberta,ag,pfeiffer,qa,10,1,0.985263157894737,10.6872630119324,159.572695016861,5,0.988421052631579
Accuracy,Overall,roberta,ag,pfeiffer,qa,10,2,0.685394736842105,11.1357681751251,156.373305797577,1,0.701578947368421
Accuracy,Overall,roberta,ag,pfeiffer,qa,10,2,0.694868421052632,11.2988846302032,155.419403791428,2,0.701578947368421
Accuracy,Overall,roberta,ag,pfeiffer,qa,10,2,0.666973684210526,11.2226247787476,155.520539999008,3,0.701578947368421
Accuracy,Overall,roberta,ag,pfeiffer,qa,10,2,0.692631578947368,11.398818731308,155.298394203186,4,0.701578947368421
Accuracy,Overall,roberta,ag,pfeiffer,qa,10,2,0.719736842105263,11.2155201435089,155.925860643387,5,0.701578947368421
F1,0,roberta,ag,pfeiffer,qa,10,2,0.717999341888779,11.1357681751251,156.373305797577,1,0.774093585373412
F1,0,roberta,ag,pfeiffer,qa,10,2,0.768948655256724,11.2988846302032,155.419403791428,2,0.774093585373412
F1,0,roberta,ag,pfeiffer,qa,10,2,0.725541694024951,11.2226247787476,155.520539999008,3,0.774093585373412
F1,0,roberta,ag,pfeiffer,qa,10,2,0.75,11.398818731308,155.298394203186,4,0.774093585373412
F1,0,roberta,ag,pfeiffer,qa,10,2,0.817411627227578,11.2155201435089,155.925860643387,5,0.774093585373412
F1,1,roberta,ag,pfeiffer,qa,10,2,0.836848484848485,11.1357681751251,156.373305797577,1,0.872805962971868
F1,1,roberta,ag,pfeiffer,qa,10,2,0.872509960159363,11.2988846302032,155.419403791428,2,0.872805962971868
F1,1,roberta,ag,pfeiffer,qa,10,2,0.874452554744526,11.2226247787476,155.520539999008,3,0.872805962971868
F1,1,roberta,ag,pfeiffer,qa,10,2,0.855201499531396,11.398818731308,155.298394203186,4,0.872805962971868
F1,1,roberta,ag,pfeiffer,qa,10,2,0.858680393074403,11.2155201435089,155.925860643387,5,0.872805962971868
F1,2,roberta,ag,pfeiffer,qa,10,2,0.652065321805956,11.1357681751251,156.373305797577,1,0.66577489012039
F1,2,roberta,ag,pfeiffer,qa,10,2,0.654055066491852,11.2988846302032,155.419403791428,2,0.66577489012039
F1,2,roberta,ag,pfeiffer,qa,10,2,0.625518859411659,11.2226247787476,155.520539999008,3,0.66577489012039
F1,2,roberta,ag,pfeiffer,qa,10,2,0.679896804921611,11.398818731308,155.298394203186,4,0.66577489012039
F1,2,roberta,ag,pfeiffer,qa,10,2,0.683857442348008,11.2155201435089,155.925860643387,5,0.66577489012039
F1,3,roberta,ag,pfeiffer,qa,10,2,0.490992582126457,11.1357681751251,156.373305797577,1,0.407593955831073
F1,3,roberta,ag,pfeiffer,qa,10,2,0.408083948698018,11.2988846302032,155.419403791428,2,0.407593955831073
F1,3,roberta,ag,pfeiffer,qa,10,2,0.346783859368757,11.2226247787476,155.520539999008,3,0.407593955831073
F1,3,roberta,ag,pfeiffer,qa,10,2,0.387411015361559,11.398818731308,155.298394203186,4,0.407593955831073
F1,3,roberta,ag,pfeiffer,qa,10,2,0.44273691913648,11.2155201435089,155.925860643387,5,0.407593955831073
F1,Overall,roberta,ag,pfeiffer,qa,10,2,0.674476432667419,11.1357681751251,156.373305797577,1,0.680067098574186
F1,Overall,roberta,ag,pfeiffer,qa,10,2,0.675899407651489,11.2988846302032,155.419403791428,2,0.680067098574186
F1,Overall,roberta,ag,pfeiffer,qa,10,2,0.643074241887473,11.2226247787476,155.520539999008,3,0.680067098574186
F1,Overall,roberta,ag,pfeiffer,qa,10,2,0.668127329953642,11.398818731308,155.298394203186,4,0.680067098574186
F1,Overall,roberta,ag,pfeiffer,qa,10,2,0.700671595446618,11.2155201435089,155.925860643387,5,0.680067098574186
Precision,0,roberta,ag,pfeiffer,qa,10,2,0.957857769973661,11.1357681751251,156.373305797577,1,0.941220798794273
Precision,0,roberta,ag,pfeiffer,qa,10,2,0.916909620991254,11.2988846302032,155.419403791428,2,0.941220798794273
Precision,0,roberta,ag,pfeiffer,qa,10,2,0.964223385689354,11.2226247787476,155.520539999008,3,0.941220798794273
Precision,0,roberta,ag,pfeiffer,qa,10,2,0.913141993957704,11.398818731308,155.298394203186,4,0.941220798794273
Precision,0,roberta,ag,pfeiffer,qa,10,2,0.918581746552856,11.2155201435089,155.925860643387,5,0.941220798794273
Precision,1,roberta,ag,pfeiffer,qa,10,2,0.775730337078652,11.1357681751251,156.373305797577,1,0.803452855245684
Precision,1,roberta,ag,pfeiffer,qa,10,2,0.827977315689981,11.2988846302032,155.419403791428,2,0.803452855245684
Precision,1,roberta,ag,pfeiffer,qa,10,2,0.813122171945701,11.2226247787476,155.520539999008,3,0.803452855245684
Precision,1,roberta,ag,pfeiffer,qa,10,2,0.770692567567568,11.398818731308,155.298394203186,4,0.803452855245684
Precision,1,roberta,ag,pfeiffer,qa,10,2,0.772957034540859,11.2155201435089,155.925860643387,5,0.803452855245684
Precision,2,roberta,ag,pfeiffer,qa,10,2,0.513464447806354,11.1357681751251,156.373305797577,1,0.522652265226523
Precision,2,roberta,ag,pfeiffer,qa,10,2,0.507705728409421,11.2988846302032,155.419403791428,2,0.522652265226523
Precision,2,roberta,ag,pfeiffer,qa,10,2,0.475968140620709,11.2226247787476,155.520539999008,3,0.522652265226523
Precision,2,roberta,ag,pfeiffer,qa,10,2,0.545715195922268,11.398818731308,155.298394203186,4,0.522652265226523
Precision,2,roberta,ag,pfeiffer,qa,10,2,0.568292682926829,11.2155201435089,155.925860643387,5,0.522652265226523
Precision,3,roberta,ag,pfeiffer,qa,10,2,0.746509129967777,11.1357681751251,156.373305797577,1,0.772393538913363
Precision,3,roberta,ag,pfeiffer,qa,10,2,0.780089153046062,11.2988846302032,155.419403791428,2,0.772393538913363
Precision,3,roberta,ag,pfeiffer,qa,10,2,0.719734660033168,11.2226247787476,155.520539999008,3,0.772393538913363
Precision,3,roberta,ag,pfeiffer,qa,10,2,0.672301690507152,11.398818731308,155.298394203186,4,0.772393538913363
Precision,3,roberta,ag,pfeiffer,qa,10,2,0.726290516206483,11.2155201435089,155.925860643387,5,0.772393538913363
Recall,0,roberta,ag,pfeiffer,qa,10,2,0.57421052631579,11.1357681751251,156.373305797577,1,0.657368421052632
Recall,0,roberta,ag,pfeiffer,qa,10,2,0.662105263157895,11.2988846302032,155.419403791428,2,0.657368421052632
Recall,0,roberta,ag,pfeiffer,qa,10,2,0.581578947368421,11.2226247787476,155.520539999008,3,0.657368421052632
Recall,0,roberta,ag,pfeiffer,qa,10,2,0.636315789473684,11.398818731308,155.298394203186,4,0.657368421052632
Recall,0,roberta,ag,pfeiffer,qa,10,2,0.736315789473684,11.2155201435089,155.925860643387,5,0.657368421052632
Recall,1,roberta,ag,pfeiffer,qa,10,2,0.908421052631579,11.1357681751251,156.373305797577,1,0.955263157894737
Recall,1,roberta,ag,pfeiffer,qa,10,2,0.922105263157895,11.2988846302032,155.419403791428,2,0.955263157894737
Recall,1,roberta,ag,pfeiffer,qa,10,2,0.945789473684211,11.2226247787476,155.520539999008,3,0.955263157894737
Recall,1,roberta,ag,pfeiffer,qa,10,2,0.960526315789474,11.398818731308,155.298394203186,4,0.955263157894737
Recall,1,roberta,ag,pfeiffer,qa,10,2,0.965789473684211,11.2155201435089,155.925860643387,5,0.955263157894737
Recall,2,roberta,ag,pfeiffer,qa,10,2,0.893157894736842,11.1357681751251,156.373305797577,1,0.916842105263158
Recall,2,roberta,ag,pfeiffer,qa,10,2,0.918947368421053,11.2988846302032,155.419403791428,2,0.916842105263158
Recall,2,roberta,ag,pfeiffer,qa,10,2,0.912105263157895,11.2226247787476,155.520539999008,3,0.916842105263158
Recall,2,roberta,ag,pfeiffer,qa,10,2,0.901578947368421,11.398818731308,155.298394203186,4,0.916842105263158
Recall,2,roberta,ag,pfeiffer,qa,10,2,0.858421052631579,11.2155201435089,155.925860643387,5,0.916842105263158
Recall,3,roberta,ag,pfeiffer,qa,10,2,0.365789473684211,11.1357681751251,156.373305797577,1,0.276842105263158
